Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,Recycling,Cooking_With,CarbonEmission
0,0,0,2,1,2,5,0,113,2,65,3,6,23,36,10,1,10,9,1171
1,0,0,1,2,2,5,0,78,2,59,3,2,22,49,17,0,4,8,1609
1,0,1,2,2,0,0,1,276,3,3959,0,5,8,43,7,1,0,8,4662
1,1,3,0,2,1,5,1,225,0,317,3,2,13,15,6,1,7,8,1847
1,0,3,3,2,1,5,0,181,3,547,0,7,15,39,9,0,7,7,3456
1,0,0,1,0,2,5,1,135,2,7,0,2,20,9,12,1,1,1,1773
1,0,3,0,2,2,5,1,172,2,12,3,4,12,48,11,1,11,2,1706
0,1,3,0,0,2,5,1,73,3,13,1,1,14,29,24,1,8,2,2696
0,1,3,1,0,2,5,2,195,2,70,3,2,16,16,19,1,13,6,1258
1,0,0,0,0,2,5,2,85,3,34,2,2,9,8,11,0,5,11,2363
0,0,3,3,1,2,5,2,198,1,96,0,1,10,41,15,0,14,4,1162
1,0,2,1,1,0,2,0,124,1,6730,0,4,3,28,13,0,6,3,2207
0,0,0,1,0,1,5,0,144,1,248,0,7,2,29,7,0,15,9,2032
2,1,2,2,3,1,5,1,103,2,912,2,5,16,47,13,0,4,13,2190
0,0,3,2,3,2,5,2,251,1,25,3,6,2,14,4,0,4,5,952
2,0,1,2,0,1,5,2,199,0,328,0,4,0,21,5,2,10,7,2312
1,0,3,1,1,1,5,2,93,1,1406,0,4,17,18,5,2,2,14,1214
0,0,3,0,3,0,1,1,163,2,3022,1,4,23,29,8,1,7,8,1509
0,1,3,3,0,1,5,2,215,2,1793,2,2,12,34,16,0,0,1,1845
3,1,1,1,0,0,1,0,238,0,4674,3,4,13,25,1,1,13,5,1830
2,0,1,3,1,2,5,1,147,1,95,1,6,8,0,12,0,13,3,1132
3,0,0,2,0,0,4,0,172,1,5356,1,6,4,39,2,1,10,6,3219
0,1,2,1,1,1,5,2,292,0,1819,1,2,16,46,14,1,4,10,2000
1,1,3,2,2,0,0,1,85,0,5474,2,3,10,44,13,0,6,3,4061
0,1,2,1,0,1,5,2,256,0,1460,1,6,4,35,16,0,15,14,2976
0,0,2,0,2,2,5,1,249,1,70,3,4,5,5,17,2,12,11,927
1,1,3,2,3,0,2,1,136,1,2859,0,1,16,27,22,1,6,9,1844
2,1,1,1,3,1,5,2,294,3,904,0,1,8,45,14,2,15,0,3246
1,0,2,0,1,1,5,1,157,0,722,3,3,18,26,3,0,8,5,1537
3,0,0,0,1,1,5,1,258,2,1672,3,1,10,6,2,0,10,2,975
1,1,1,2,0,1,5,1,267,3,661,2,6,8,35,9,0,10,8,4132
0,0,0,0,3,1,5,2,281,1,379,1,6,19,8,0,2,11,8,1302
0,1,1,3,2,0,3,1,263,0,1202,3,7,22,13,11,2,5,4,2214
0,1,3,2,3,1,5,1,263,0,1747,2,2,3,42,11,2,9,14,2189
1,1,3,2,0,1,5,0,157,3,1880,2,4,16,49,13,0,0,8,4021
1,1,0,0,3,2,5,0,280,2,51,0,5,22,47,2,2,13,10,2819
1,0,2,2,3,2,5,2,95,1,92,0,2,8,0,3,2,2,13,897
0,0,0,3,0,2,5,0,280,1,81,2,1,19,18,17,2,2,13,1354
3,0,2,3,3,1,5,2,59,3,1886,2,6,0,3,5,2,1,6,1885
1,0,3,3,1,0,1,0,109,2,9489,2,5,23,18,6,2,3,12,942
1,1,3,0,2,1,5,1,288,1,69,2,1,2,6,9,0,0,0,1156
0,0,1,1,3,2,5,1,284,2,9,2,5,2,5,21,0,15,0,1491
0,0,2,1,2,2,5,1,97,2,25,3,1,15,34,21,0,9,13,1238
0,0,2,3,3,2,5,1,262,0,61,2,7,11,13,22,1,8,4,1712
0,1,0,3,2,0,2,1,110,2,5508,0,2,11,34,15,2,11,2,2479
1,1,0,3,1,0,3,2,180,3,5986,1,2,16,16,22,2,11,12,4724
3,1,3,3,1,0,1,2,177,2,8613,2,2,21,36,14,2,12,15,1221
3,0,2,2,2,1,5,1,192,3,397,3,4,18,37,13,1,3,12,2213
0,1,0,1,3,1,5,0,154,1,1492,0,7,19,14,23,2,1,6,2083
0,0,3,0,3,0,3,1,280,2,4508,3,4,20,11,2,2,11,7,1977
0,1,2,2,3,2,5,1,271,0,19,0,4,21,2,23,0,12,12,2223
0,0,2,1,1,0,1,0,73,0,7552,1,3,12,45,7,0,1,3,1753
0,0,1,0,2,0,3,1,252,0,2499,3,1,18,36,5,1,14,5,2513
1,1,0,1,0,2,5,0,232,2,38,0,5,16,47,23,1,8,11,3007
1,0,0,1,0,1,5,0,85,0,1046,2,3,17,32,17,1,11,11,2264
2,1,1,1,0,2,5,2,189,1,94,0,2,15,4,23,2,8,9,1252
0,1,1,3,2,2,5,0,111,3,87,1,6,15,22,8,2,9,14,2768
1,1,1,2,0,1,5,1,264,0,1887,0,4,16,39,17,2,4,1,3561
2,0,0,3,0,1,5,0,118,0,1945,2,6,23,26,24,0,9,9,2360
2,0,1,3,1,0,2,2,223,1,2888,1,2,23,28,7,0,11,0,1472
3,1,1,0,0,0,4,1,246,3,544,3,6,12,50,1,1,1,15,3437
0,1,2,3,3,2,5,2,61,1,54,2,1,8,35,8,1,11,6,1006
1,0,1,0,1,0,2,1,60,1,6920,3,1,1,40,19,1,8,10,2249
2,0,3,1,3,2,5,1,123,3,4,0,3,22,11,2,1,7,1,2413
1,1,1,3,2,1,5,0,76,1,266,0,7,24,2,20,2,15,5,2175
3,0,3,3,3,0,3,0,233,3,5505,2,3,24,39,5,1,13,2,3375
1,0,2,0,3,1,5,1,94,0,826,2,6,11,43,2,1,1,9,2487
1,1,3,3,3,2,5,1,129,3,99,0,1,18,24,3,2,10,14,2914
2,1,2,1,2,1,5,2,186,1,1277,1,4,22,21,21,1,2,2,1573
0,0,1,3,1,0,3,0,105,2,8771,0,3,8,7,7,2,9,5,2919
0,1,2,2,1,1,5,2,138,1,46,1,3,2,34,18,2,13,3,1148
1,0,0,3,2,1,5,2,112,1,1401,3,7,6,44,17,2,15,10,1987
2,1,1,0,0,1,5,1,109,0,561,3,6,0,2,11,0,7,12,1877
3,0,1,3,0,1,5,0,261,3,1604,0,3,19,45,0,1,8,10,2673
3,0,1,3,2,0,0,0,249,0,4265,3,1,19,29,10,1,7,3,2334
0,0,1,1,1,2,5,2,217,2,77,1,4,19,44,18,0,0,11,1567
2,0,1,2,0,2,5,0,244,3,28,1,1,18,36,21,2,0,12,2798
0,1,0,0,1,1,5,0,79,0,519,0,3,12,42,23,1,5,5,1991
0,0,3,3,0,2,5,1,248,2,50,0,1,3,15,4,2,14,6,1317
3,1,3,1,2,2,5,1,108,0,60,3,2,24,0,2,0,1,5,1401
1,0,2,3,0,1,5,1,180,3,898,0,1,8,37,10,1,3,10,2837
3,1,3,0,2,0,2,0,123,0,7425,2,2,4,6,5,0,15,6,2649
1,0,0,0,3,1,5,1,140,2,15,0,7,4,36,12,1,14,2,2654
0,0,2,0,2,0,1,1,87,0,2571,0,7,7,39,2,1,9,11,2365
2,1,3,3,1,0,0,1,198,2,9885,2,4,10,4,16,1,12,13,4051
3,1,2,1,1,2,5,0,228,3,48,1,3,7,33,4,0,0,4,2381
2,1,0,1,3,2,5,1,216,0,69,3,6,21,44,5,1,11,6,2412
0,0,0,2,0,2,5,2,195,3,13,3,2,15,17,6,1,11,10,2284
2,0,2,1,3,1,5,2,198,3,1996,2,7,16,36,4,1,9,5,2775
3,0,2,0,0,1,5,0,168,2,194,2,1,20,9,9,1,6,9,764
2,1,2,3,0,2,5,2,72,2,8,3,2,12,44,5,0,6,9,1554
2,1,2,2,2,1,5,2,140,0,1923,2,3,16,14,11,1,5,3,1879
2,1,1,0,0,2,5,1,203,2,90,0,2,23,17,16,1,11,8,1777
0,0,3,0,1,0,1,2,224,2,3650,2,4,2,7,3,1,3,4,663
2,0,3,2,1,2,5,2,102,0,90,1,6,16,28,18,0,15,9,2244
3,1,0,3,0,0,3,2,119,0,5769,1,7,6,8,22,0,3,7,3646
1,1,2,2,3,2,5,0,74,3,66,2,3,19,39,5,2,7,10,2960
1,1,1,3,1,2,5,0,202,0,62,2,1,3,15,14,1,0,14,1556
1,1,2,1,3,1,5,2,186,0,240,2,2,0,10,4,0,7,0,1724
0,1,3,2,0,1,5,1,250,0,332,2,7,3,37,4,2,3,7,2222
0,1,2,0,1,2,5,0,186,3,60,2,2,23,16,0,2,5,4,1862
1,0,3,2,2,2,5,1,183,0,72,3,5,13,40,24,2,13,9,2241
1,0,0,0,1,2,5,1,98,2,91,2,2,12,41,6,2,14,7,1629
3,0,0,2,0,2,5,1,107,3,77,3,2,9,45,8,0,13,5,2350
1,0,3,1,3,2,5,0,199,1,73,3,1,9,9,18,0,1,5,959
1,1,1,3,2,0,3,0,172,0,2664,1,5,22,18,19,1,14,1,3484
0,0,3,2,2,0,3,0,88,3,2317,3,6,15,45,23,2,13,13,2930
3,1,1,0,1,1,5,0,98,1,1033,3,1,19,36,9,2,14,14,920
1,1,1,0,3,2,5,0,213,3,36,0,2,21,42,8,0,3,0,3090
2,1,2,2,1,2,5,0,241,2,52,0,3,8,43,7,0,2,14,1811
1,1,3,3,1,2,5,1,107,3,32,2,2,21,4,20,2,7,10,2305
0,0,0,3,0,0,1,0,71,2,2536,2,5,1,36,21,2,9,10,1635
3,1,2,3,1,1,5,2,206,0,972,3,2,16,10,19,1,4,13,1308
1,0,2,3,2,2,5,2,93,3,35,2,4,21,25,15,1,12,2,2568
1,0,3,0,3,1,5,2,285,2,1591,2,6,6,36,23,1,4,2,1935
2,0,1,2,1,0,2,0,105,2,4763,2,5,11,41,5,1,7,9,1897
2,0,0,3,3,1,5,1,282,1,482,2,7,8,36,24,1,8,5,1863
1,0,0,1,1,1,5,0,212,3,1423,1,5,1,1,24,1,8,4,2501
2,1,3,3,2,2,5,2,267,2,53,2,2,1,30,11,0,3,0,1446
0,1,3,1,0,0,0,0,274,0,5167,1,3,15,32,23,1,1,13,3698
3,1,3,0,1,2,5,2,83,1,29,1,2,20,38,23,2,8,11,1023
3,1,2,2,1,0,1,2,123,3,2632,0,6,21,4,21,0,8,4,2499
0,0,2,0,1,0,4,0,50,0,3643,2,2,2,49,1,1,3,6,2457
1,0,1,2,2,1,5,2,107,2,1493,0,6,0,45,16,1,15,13,2636
2,1,0,1,0,2,5,0,154,0,17,2,5,6,40,2,2,10,4,2477
2,0,3,0,3,1,5,1,95,2,1574,3,1,9,19,6,2,14,14,1219
2,1,0,0,1,0,3,1,278,2,1427,3,4,14,2,1,1,7,13,1509
0,0,3,1,0,1,5,2,145,0,772,1,5,13,22,18,1,0,11,2013
1,0,0,0,0,2,5,0,109,0,24,3,4,4,2,14,0,11,9,1636
3,0,3,1,0,2,5,2,201,0,16,0,3,19,39,10,1,3,11,1767
1,0,0,2,2,0,0,2,159,2,4669,2,7,11,50,4,1,2,13,3469
1,0,0,3,1,2,5,1,294,3,44,2,7,0,14,22,1,10,0,3038
0,0,1,3,3,0,2,2,94,1,2131,2,7,19,45,0,2,7,11,1767
0,1,1,3,3,2,5,1,65,0,71,0,4,24,0,9,2,4,2,1712
1,0,3,2,0,0,2,2,178,2,4816,3,2,14,15,6,1,13,11,2408
1,0,2,3,3,0,0,2,175,0,5555,0,5,21,35,0,0,3,3,3660
1,1,3,0,1,0,4,0,162,2,9107,1,3,17,10,19,1,10,3,5293
1,1,3,3,0,1,5,2,145,0,1707,0,3,9,26,0,2,0,8,2696
2,1,2,3,1,0,1,2,204,3,10,0,6,1,17,9,1,7,13,2955
2,0,3,3,0,2,5,1,228,2,75,0,2,15,29,3,1,6,15,1447
2,0,1,2,1,0,3,0,251,3,4123,1,1,12,19,10,0,1,3,3415
0,0,3,1,2,0,0,0,168,1,5619,0,4,18,32,9,0,10,15,2508
3,1,1,0,1,1,5,1,92,1,1857,0,3,15,9,15,2,12,7,1134
2,1,2,3,3,2,5,1,65,0,96,3,2,2,10,17,0,0,6,1711
3,1,3,0,2,1,5,0,270,3,663,1,4,11,11,5,2,8,0,2113
1,0,0,2,3,2,5,0,134,2,95,0,5,21,12,7,2,7,1,1672
0,0,0,3,1,0,3,0,274,0,5198,3,3,13,33,6,0,5,4,2669
0,0,0,3,2,1,5,1,117,1,37,2,3,0,1,23,2,12,9,995
0,1,3,0,0,2,5,0,116,0,84,0,1,15,2,12,0,3,13,1453
3,1,1,1,2,2,5,0,93,0,11,1,2,6,7,13,0,1,11,1619
0,1,0,0,3,2,5,1,242,1,83,0,4,11,21,15,0,13,10,1865
1,1,2,0,3,0,3,0,145,3,7848,3,5,1,21,4,0,15,8,5779
3,1,3,3,1,1,5,0,137,0,1079,3,5,17,16,7,1,4,12,1375
3,0,0,0,2,1,5,1,200,1,1768,2,2,24,1,18,2,11,7,873
0,1,1,0,2,1,5,1,185,1,1583,3,3,9,8,17,1,4,11,1078
1,1,0,2,1,2,5,0,223,2,44,2,4,12,32,6,2,9,7,1723
0,0,1,3,3,0,3,2,104,1,7864,1,5,16,48,18,2,2,8,3694
2,1,3,3,2,2,5,2,291,1,8,0,4,4,49,3,0,13,7,1995
3,0,1,1,1,2,5,1,245,3,94,2,6,12,43,7,1,6,9,2093
2,1,2,3,0,0,2,0,249,0,5836,3,3,23,45,13,2,3,8,3286
0,1,0,3,2,1,5,1,285,3,789,1,2,22,0,1,1,0,13,2606
0,1,2,1,0,2,5,0,138,3,7,0,3,2,49,19,0,4,14,2981
2,1,2,0,3,2,5,2,292,1,19,1,1,7,48,10,2,7,13,1518
2,1,0,2,1,0,3,1,56,2,9332,1,3,8,38,7,2,10,13,4811
3,1,0,2,1,1,5,1,203,2,199,2,5,2,9,9,1,13,15,1198
2,1,1,3,1,2,5,0,58,2,24,1,6,23,44,4,2,6,0,1611
2,0,0,2,1,2,5,2,63,1,53,1,3,21,1,2,2,4,2,542
2,0,2,2,1,0,2,2,246,1,6657,0,1,24,14,6,2,4,14,1565
1,1,3,0,1,0,3,0,149,0,4783,3,7,7,23,0,1,9,11,3344
0,0,1,0,1,2,5,1,78,2,4,1,1,17,32,22,0,14,0,1277
3,1,1,0,3,0,4,0,103,3,9993,2,4,22,19,5,0,14,13,5756
0,1,0,0,1,2,5,2,69,3,25,1,1,23,47,23,0,0,0,2548
1,1,0,0,3,0,4,2,128,3,2901,2,6,22,19,20,1,6,4,4488
3,1,1,0,0,2,5,0,204,3,44,3,2,21,41,9,0,13,4,2757
0,0,3,0,1,1,5,0,208,1,1584,0,6,23,0,0,1,0,9,1008
1,0,1,0,1,0,1,1,75,2,3636,1,1,22,24,0,2,15,7,1192
1,0,2,0,2,0,1,2,252,0,9727,2,2,10,11,14,0,8,13,1523
1,0,1,2,0,0,4,0,192,2,1485,2,2,2,31,12,0,8,3,2148
0,0,2,3,2,2,5,2,149,1,51,1,6,18,12,12,2,15,2,1278
3,0,1,2,1,1,5,2,154,0,612,1,7,2,41,17,2,2,7,1988
3,1,2,3,3,1,5,0,60,1,901,1,5,17,33,17,1,15,9,1647
1,1,0,3,1,1,5,2,245,1,1371,2,6,16,22,20,2,12,0,1759
3,1,0,3,3,0,0,1,161,1,759,0,4,17,17,22,1,0,3,1790
2,1,1,0,0,0,1,2,275,1,625,3,5,15,15,10,2,11,5,1393
0,0,3,0,1,1,5,2,175,1,1691,2,6,8,48,14,2,11,14,1311
2,1,0,0,2,2,5,2,180,2,80,1,5,18,38,1,0,11,9,2071
1,0,1,1,3,0,0,2,146,0,1846,1,2,8,36,3,2,8,14,2188
1,0,2,2,1,1,5,0,153,0,410,1,2,4,47,11,2,0,0,1768
2,0,3,2,1,2,5,0,132,2,15,3,7,8,48,1,1,4,6,1278
2,1,2,2,1,2,5,2,235,2,92,0,3,12,37,12,2,6,13,1366
2,1,2,1,0,2,5,1,285,0,78,0,3,20,18,8,0,4,1,2516
2,0,0,0,0,0,4,2,108,0,6109,2,6,4,44,3,1,14,7,4717
1,0,1,1,2,1,5,1,149,2,99,0,3,22,22,13,1,3,2,1505
2,1,2,0,0,0,1,1,66,1,670,0,2,21,32,21,1,1,1,2026
2,1,1,2,0,2,5,0,234,2,81,1,2,18,7,14,2,2,5,1652
0,0,3,2,0,0,0,2,82,3,5916,0,6,1,48,19,1,13,2,4374
3,1,1,0,3,0,3,2,174,2,3091,3,3,11,34,24,0,8,4,2175
3,0,3,2,1,1,5,1,271,2,1158,1,1,1,28,14,1,14,15,1210
2,1,3,0,3,0,0,2,245,3,6488,3,6,22,40,0,2,5,10,4859
2,1,1,3,2,2,5,0,231,0,88,3,5,0,16,11,1,3,6,1722
2,1,0,1,2,2,5,0,65,0,92,1,5,4,30,18,0,4,8,2309
2,1,3,2,2,2,5,2,222,1,78,0,7,0,9,22,1,4,5,1993
2,0,2,0,3,1,5,1,133,1,1182,0,1,13,29,18,1,14,15,1308
2,0,2,3,2,0,2,1,219,3,7385,2,6,20,38,10,0,3,8,3887
3,1,1,0,0,2,5,2,166,2,28,0,7,10,5,11,0,9,6,2040
2,0,1,1,2,2,5,2,85,0,15,0,5,14,18,9,2,6,9,1760
1,1,0,3,0,1,5,2,236,1,1131,0,7,20,47,11,1,7,9,3250
0,0,0,1,3,0,0,0,122,3,2003,1,2,14,32,0,1,2,15,2533
2,1,0,0,1,1,5,0,196,3,179,3,7,16,6,2,2,9,2,2199
0,0,2,3,3,2,5,2,174,3,11,0,4,19,12,21,0,0,2,2335
0,1,1,0,1,2,5,2,141,1,13,0,6,2,34,19,1,1,8,1921
2,1,0,3,2,1,5,1,260,2,1145,3,3,19,0,16,0,0,4,1615
1,0,0,0,0,1,5,0,191,2,776,3,1,9,17,17,0,15,2,1710
0,1,1,3,1,1,5,0,185,1,462,0,1,14,2,9,0,13,14,611
2,0,3,0,2,2,5,2,235,0,97,3,5,18,0,6,1,0,13,1368
3,1,3,0,1,0,3,2,252,1,9395,2,3,13,0,5,0,3,5,2867
1,0,0,2,3,1,5,2,114,1,1688,3,7,21,4,20,0,13,1,1341
3,1,2,2,1,0,0,1,94,2,2631,2,3,8,39,5,1,11,12,1887
3,1,0,2,3,0,4,0,62,3,242,3,2,17,46,11,2,3,4,2542
0,0,1,1,0,0,4,0,159,1,1480,3,1,3,26,6,1,10,14,1488
3,1,1,3,0,0,1,2,95,1,1695,1,2,5,27,3,1,11,7,1172
3,1,0,0,2,1,5,2,148,1,1399,2,5,17,50,6,1,7,9,1645
1,0,2,2,0,1,5,2,60,0,1996,0,3,2,12,5,1,13,4,2085
1,1,3,2,1,1,5,1,168,2,1034,3,5,19,4,23,0,14,14,1516
3,0,1,3,2,0,3,1,206,0,3318,2,6,5,7,16,1,10,11,2531
1,0,3,2,1,2,5,0,108,0,17,2,3,10,9,19,2,9,10,1439
3,0,3,2,0,0,1,1,294,1,6631,2,5,19,42,2,1,14,14,1741
0,1,1,0,3,0,2,2,57,0,257,0,6,23,48,15,1,9,3,2725
1,0,1,2,2,1,5,2,112,1,1451,3,6,21,43,21,2,14,8,1778
2,0,3,0,1,2,5,2,206,0,73,1,2,16,33,22,2,11,4,1709
0,1,3,0,2,2,5,1,201,2,97,0,5,12,22,9,1,8,8,1763
1,0,2,0,3,2,5,2,221,1,97,1,5,22,26,4,2,3,10,1353
1,0,1,1,2,0,4,2,281,0,1978,0,6,9,31,17,1,0,13,3601
1,1,0,3,2,0,2,2,164,3,3329,3,4,9,27,2,0,4,11,3774
0,0,3,0,2,2,5,0,107,2,33,3,6,2,2,21,0,15,7,1021
3,0,0,3,0,0,0,2,275,0,9398,1,6,16,32,16,2,14,1,4306
3,0,2,1,3,0,0,0,141,1,227,3,5,23,21,10,1,10,0,992
0,0,3,3,0,2,5,0,214,0,73,1,6,2,22,7,2,12,4,2030
1,1,0,1,0,1,5,0,113,0,952,3,1,21,42,7,1,13,2,2401
1,0,3,1,3,0,3,1,293,0,2639,0,5,2,8,0,2,14,12,3080
2,0,1,0,3,2,5,1,122,2,63,2,2,22,13,2,0,1,11,1277
1,0,2,2,3,0,1,0,170,0,5928,1,3,18,27,15,1,8,11,1890
1,1,1,1,1,1,5,1,240,0,1045,0,3,11,28,12,0,13,11,2502
1,1,1,2,2,0,4,1,180,1,1868,0,5,24,25,18,1,15,2,3292
1,1,2,1,3,2,5,1,106,0,76,1,7,4,40,21,0,15,13,3384
0,0,3,1,3,1,5,2,217,2,1012,2,7,16,50,13,2,9,15,1781
1,0,3,2,2,1,5,2,216,2,46,0,6,21,29,17,0,0,7,2222
3,1,1,0,2,2,5,2,257,1,31,2,6,18,29,20,0,7,4,1616
3,1,1,1,2,1,5,2,135,2,107,3,6,5,41,1,1,13,10,1545
1,0,3,0,3,0,2,1,168,2,8046,1,3,0,2,2,1,11,9,2334
0,1,2,0,3,2,5,0,206,2,74,1,3,17,16,5,2,1,2,1273
1,0,2,0,0,1,5,0,153,2,1949,3,2,1,41,19,2,10,12,1864
3,0,3,0,0,0,1,1,124,3,2549,1,7,10,44,15,2,9,12,2946
0,0,1,3,1,2,5,0,299,3,66,3,1,14,39,18,0,0,7,2069
0,1,2,1,0,2,5,1,212,1,11,1,3,2,18,10,1,3,8,1286
2,0,2,3,1,1,5,2,192,0,1219,0,1,6,17,23,2,0,11,1503
1,0,0,1,1,0,0,0,164,2,7816,0,4,3,10,0,2,6,11,3063
2,1,2,0,1,2,5,0,211,0,72,3,6,21,47,13,1,3,14,1939
0,0,2,1,1,1,5,2,251,2,236,3,7,16,4,8,0,4,1,806
0,1,1,3,0,0,3,1,242,2,5478,2,1,21,10,3,1,7,10,2781
0,0,0,0,3,0,4,2,194,1,1795,0,5,24,37,9,2,5,10,2244
3,0,1,3,1,2,5,0,58,0,12,3,4,2,19,15,0,7,10,1165
3,1,2,0,0,2,5,2,152,2,28,3,3,16,39,13,0,6,14,1310
3,0,1,1,3,2,5,2,161,1,70,1,5,16,49,22,0,9,7,1539
3,0,0,0,3,1,5,2,107,0,1934,3,7,7,29,22,0,6,9,1635
3,0,1,0,1,2,5,2,151,2,7,0,4,2,7,12,2,13,6,984
0,1,3,1,2,1,5,1,244,0,806,1,2,20,8,15,1,4,2,1708
0,0,1,2,1,2,5,0,54,2,93,0,2,15,22,18,0,5,11,908
3,0,2,0,0,1,5,2,181,2,1432,3,5,10,19,0,1,2,5,1228
0,0,2,2,1,0,0,2,259,2,5018,1,6,4,16,4,0,10,2,2323
2,1,3,3,2,1,5,2,270,1,1425,1,4,2,26,16,1,11,13,1674
2,1,1,1,0,2,5,1,131,2,87,0,1,22,14,14,0,6,7,1433
1,0,1,3,2,1,5,0,160,1,1227,0,5,24,6,23,0,14,1,1774
3,1,0,0,1,2,5,2,139,0,79,0,3,11,14,23,1,0,13,1774
1,0,3,2,2,2,5,2,73,1,93,1,6,7,3,13,1,11,4,1226
1,0,2,3,3,2,5,2,161,1,37,3,5,17,41,16,0,11,5,1336
2,0,0,0,2,0,2,2,133,1,8908,1,2,13,10,4,2,1,12,2425
1,0,3,0,1,2,5,2,241,1,24,3,5,1,43,20,0,1,12,1497
3,0,1,0,1,2,5,2,138,0,14,3,6,14,20,22,0,12,10,1446
0,1,0,0,3,1,5,0,279,0,207,2,2,20,40,6,0,6,7,2054
1,0,1,1,0,2,5,0,272,1,85,1,2,8,36,16,1,8,2,1393
2,1,3,3,1,0,1,2,150,1,8805,1,7,18,24,7,2,12,2,1563
1,1,0,1,0,2,5,1,78,1,97,2,3,13,5,17,0,4,2,1432
2,1,1,0,2,2,5,0,106,1,19,3,2,20,12,2,0,11,10,821
1,1,3,3,3,0,4,0,192,0,1485,0,7,6,50,8,2,13,5,4086
0,1,0,1,0,2,5,1,89,3,24,3,1,14,7,3,0,14,1,2457
1,1,2,2,1,2,5,2,284,1,10,0,2,10,41,14,1,13,14,1556
1,1,3,0,3,1,5,2,272,1,486,1,4,14,37,2,0,15,1,2223
0,1,2,0,1,1,5,2,294,0,582,1,1,18,37,0,1,15,10,2001
1,0,2,0,2,2,5,1,126,2,81,2,7,10,16,17,0,10,2,1753
1,0,2,1,3,1,5,0,185,3,79,0,6,23,34,20,2,3,11,3231
3,1,2,3,2,1,5,1,70,1,1618,1,5,18,37,20,1,13,12,1738
3,0,2,3,2,1,5,2,73,0,1933,1,1,13,35,12,0,5,12,1522
1,0,0,1,2,0,3,1,147,0,8463,2,5,6,23,17,0,15,14,4818
2,1,0,3,1,2,5,2,150,1,31,3,1,2,7,15,1,6,13,501
0,1,2,2,2,2,5,0,109,0,69,0,1,1,50,16,0,9,12,2087
1,0,0,2,1,1,5,2,177,3,1764,2,1,18,29,11,2,4,2,2554
1,0,3,1,2,0,4,1,278,2,7150,3,2,17,46,4,2,3,2,4286
2,1,2,2,3,2,5,2,91,3,49,2,6,17,21,7,2,9,15,2643
3,0,3,0,0,0,2,2,205,0,3121,2,4,17,10,22,1,2,11,2248
2,1,2,2,1,0,3,2,166,2,8476,0,1,15,10,21,2,8,3,3343
0,1,2,0,2,2,5,0,147,3,73,2,3,3,21,22,1,15,14,2454
3,1,2,3,2,0,1,0,238,0,7850,0,7,12,12,4,2,15,9,2326
2,0,1,2,1,2,5,1,158,1,70,1,4,3,5,14,1,3,12,822
1,1,0,2,2,2,5,2,123,1,4,1,2,6,3,18,1,4,14,1138
1,1,1,1,2,2,5,2,209,3,3,3,1,14,8,11,1,12,13,2746
0,0,1,0,2,2,5,1,247,3,9,2,5,8,47,23,0,2,14,2821
3,0,1,0,1,0,2,0,284,3,8944,1,1,9,40,19,1,14,7,3422
0,1,1,2,0,2,5,0,235,1,79,2,5,7,47,1,0,5,6,1775
1,1,0,2,3,2,5,0,124,1,21,0,3,2,14,9,2,3,7,1164
2,0,3,0,3,1,5,2,226,2,413,2,3,2,48,3,2,13,5,1586
0,1,0,3,0,1,5,1,274,2,789,2,6,6,41,5,2,0,12,2263
2,0,3,2,0,1,5,1,225,0,1963,3,4,22,37,2,0,9,3,2247
3,0,1,1,3,1,5,0,238,1,145,1,2,3,4,15,2,3,14,563
1,1,1,1,2,0,3,2,221,2,6986,1,7,6,21,15,2,3,5,4187
1,0,0,1,0,0,2,2,191,2,1737,3,4,20,12,5,2,15,13,2121
2,0,1,3,0,1,5,1,260,3,619,3,4,2,17,15,1,8,15,2499
1,0,3,3,1,2,5,1,181,1,33,1,2,18,45,22,1,4,5,1439
1,0,3,0,2,2,5,1,59,0,7,2,3,16,16,6,0,12,6,1836
1,0,0,1,0,0,1,2,164,2,523,3,1,4,1,24,1,14,5,1491
0,0,2,1,2,0,4,0,236,1,3384,3,3,24,43,4,2,12,0,2199
1,0,2,3,2,0,3,1,67,0,9215,2,3,1,34,7,2,2,15,4471
1,1,1,3,0,0,1,1,66,0,6243,3,6,24,23,2,2,14,5,2587
1,0,1,1,2,1,5,1,134,1,263,3,3,24,26,24,2,13,10,1434
2,0,3,0,2,2,5,0,145,2,24,2,7,18,45,22,1,6,12,1659
1,0,0,3,0,2,5,2,227,0,60,1,6,2,22,13,0,11,1,2669
2,1,3,2,2,0,1,2,231,3,1008,0,2,5,38,7,0,12,10,3206
0,1,0,3,0,1,5,1,168,2,1208,0,6,1,0,19,1,2,1,2267
0,0,2,0,3,1,5,1,145,0,1840,3,4,3,37,0,2,5,3,1740
2,1,3,2,2,1,5,1,53,2,1083,3,6,8,15,24,0,14,10,1841
0,1,2,2,3,2,5,2,58,2,34,3,2,21,29,1,1,1,1,1266
3,1,1,0,3,2,5,0,287,0,66,1,7,11,8,4,0,9,15,1973
2,1,1,0,0,1,5,1,277,2,1753,2,4,14,47,0,0,7,8,2477
3,0,1,0,2,0,1,1,207,1,5441,3,3,9,8,19,1,5,6,775
